Source,Hypothesis,Reference,Source Language,Target Language
🚨 breaking news:,🚨 ważne oświadczenie:,🚨 informacje z ostatniej chwili:,en,pl
This song is encapsulates my predicament…,ta piosenka ilustruje moją sytuację...,ta piosenka podsumowuje moje trudne położenie…,en,pl
Both the old and the new Listing titles call it a 12V 10W panel.,oba stare i nowe tytuły listingu nazywają to panelem o napięciu 12v o mocy 10w.,"obie nazwy specyfikacji, stara i nowa, określają go jako panel 12 v 10 w.",en,pl
"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.","no entanto, tenuk e kayel rapidamente perceberam que não estavam sozinhos. um segundo criatura escura surgiu de baixo deles, e apenas tenuk conseguiu evitar um choque.","no entanto, tenuk e kayel rapidamente se aperceberam de que não estavam sozinhos. uma segunda criatura escura apareceu por baixo deles, e tenuk mal conseguiu evitar uma colisão.",en,pt
"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","tenuk hesitou, depois se retirou, dando algum espaço a si mesmo. com um suspiro baixo, levemente dolorido, o corpo de tenuk se esticou, sua pelagem foi substituída por escamas e suas braços foram substituídos por asas. ele se transformou rapidamente em um normal, azul claro thraki, mas seus olhos permaneceram vermelhos.","tenuk hesitou e deu um passo atrás, permitindo-se algum espaço. com um grunhido grave e ligeiramente penoso, o corpo de tenuk esticou-se, a sua pele foi substituída por escamas e os seus braços por asas. rapidamente se transformou num thraki normal, de cor azul-claro, mas os seus olhos permaneceram vermelhos.",en,pt
"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","eles se perguntavam se ela realmente permitiria que eles entrassem, diferentemente das vezes anteriores em que eles pediram. ainda tenho uma marca de bruxo da última vez. ivory sorriu pela memória. kari jogou um livro no ombro deles, mas quando viu quem era, se desculpou imediatamente.","ivory perguntava-se se ela abriria a porta, ao contrário do que tinha acontecido das outras vezes. ainda tenho uma nódoa negra desde a última vez, ivory riu com a memória que surgiu. kari tinha atirado um livro ao seu ombro, mas quando viu quem era, pediu perdão imediatamente.",en,pt
"The ESP didn't go online immediately, let's give it a few minutes.","o esp não entrou online imediatamente, dê-lhe alguns minutos.","o esp não ficou logo online, por isso, vamos esperar mais alguns minutos.",en,pt
"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.","ignácio sánchez recarte, secretário-geral da associação comité européen des entreprises vins, que representa aproximadamente 7,000 produtores de vinho pela europa, despreza as preocupações dos fabricantes de cerveja. ele disse à euronews que um mercado dominado por conglomerados multinacionais de cerveja não tem nenhuma semelhança com um composto quase inteiramente por pequenos produtores domésticos.","ignacio sánchez recarte, secretário-geral da associação comercial comité européen des entreprises vins, que representa cerca de 7000 produtores de vinho em toda a europa, não atribui grande importância às preocupações dos produtores de cerveja. à euronews, disse que não se pode comparar um mercado dominado por conglomerados de cervejarias multinacionais a um constituído quase exclusivamente por pequenos produtores nacionais.",en,pt
@user4 @user3 @user5 @user6,@usuário4 @usuário3 @usuário5 @usuário6,@user4 @user3 @user5 @user6,en,pt
"Judging by the state of our hospitals, the SNP's talk of recovery plans and action plans is simply that - talk, and dangerous talk at that. We must not allow incompetent politicians to lull us into complicity in the demise of that great British institution, the National Health Service.","a partir do estado de nossos hospitais, o discurso da snp sobre planos de recuperação e planos de ação é apenas isso - discurso, e discurso perigoso de verdade. não devemos permitir que políticos incompetentes nos enganem a nos envolver em complicidade no declínio daquela grande instituição britânica, o serviço nacional de saúde.","a julgar pelo estado dos nossos hospitais, o discurso do snp sobre planos de recuperação e planos de ação não passa disso: é apenas um discurso demagógico. não podemos permitir que políticos incompetentes nos embalem na cumplicidade da destruição dessa grande instituição britânica que é o nhs.",en,pt
🚨 breaking news:,🚨 notícia de emergência:,🚨 notícias de última hora:,en,pt
This song is encapsulates my predicament…,esta canção enquadra minha situação...,esta canção reflete totalmente o meu problema...,en,pt
Both the old and the new Listing titles call it a 12V 10W panel.,ambos os títulos de listagem chamam-no de painel de 12v 10w.,tanto o título do anúncio antigo como o do novo falam de um painel de 12 v e de 10 w.,en,pt
"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.","însă, tenuk și kayel au rapid observat că nu sunt singuri. un a doua creatură întunecată a ieșit din sub ei, iar tenuk a reușit doar cu greu să evite o coliziune.","cu toate acestea, tenuk și kayel și-au dat repede seama că nu erau singuri. o a doua creatură întunecată a țâșnit de sub ei, iar tenuk abia a reușit să evite coliziunea.",en,ro
"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","tenuk a vacilat apoi s-a retras, oferindu-i spațiu. cu un sunet scurt, ușor plâns, corpul lui tenuk s-a întins, iar părul său a fost înlocuit cu scări, iar brațele sale cu aripi. el s-a transformat rapid într-un normal, albastru deschis thraki, dar ochii săi rămânși roșii.","tenuk a ezitat, apoi a făcut un pas înapoi să-și ia niște spațiu. cu un grohăit grav, ușor dureros, corpul lui tenuk s-a întins, blana a fost înlocuită cu solzi, iar brațele cu aripi. s-a transformat rapid într-un thraki normal, albastru deschis, dar ochii i-au rămas roșii.",en,ro
"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","ei l-auzit dacă ar permite-o să intre, în contrast cu celelalte ori când au mers să-i facă o vizită. am încă un țipăt de la ultima dată. ivory s-a râs de amintire. kari a aruncat o carte pe umărul lor, dar când a văzut că este ea, s-a scuza imediat.","se întreba dacă va deschide de data asta, nu ca dățile trecute când îi mai ceruse. încă mai am o vânătaie de data trecută, chicotea ivory amintindu-și. kari îi aruncase cu o carte în umăr, dar când a văzut cine era, și-a cerut imediat scuze.",en,ro
"The ESP didn't go online immediately, let's give it a few minutes.","a esp-ul nu s-a conectat imediat, dă-i câteva minute.","esp nu s-a activat imediat, haide să-l mai lăsăm câteva minute.",en,ro
"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.","ignacio sánchez recarte, secretarul general al asociației comité européen des entreprises vins, care reprezintă aproximativ 7.000 de producători de vinuri din europa, este neîncredere față de preocupările fabricanților de bere. el a spus euronews că un piață dominată de grupurile multinationale de producători de bere nu are nicio comparabilitate cu una formată aproape în totalitate din producători mici, naționali.","ignacio sánchez recarte, secretarul general al asociației comerciale comité européen des entreprises vins, care reprezintă circa 7.000 de producători de vin din întreaga europă, nu consideră justificate îngrijorările berarilor. acesta a declarat pentru euronews că o piață dominată de conglomerate multinaționale producătoare de bere nu se compară deloc cu una compusă aproape în întregime din mici producători interni.",en,ro
@user4 @user3 @user5 @user6,@utilizator4 @utilizator3 @utilizator5 @utilizator6,@utilizator4 @utilizator3 @utilizator5 @utilizator6,en,ro
"Judging by the state of our hospitals, the SNP's talk of recovery plans and action plans is simply that - talk, and dangerous talk at that. We must not allow incompetent politicians to lull us into complicity in the demise of that great British institution, the National Health Service.","în baza stării spitalelor noastre, vorbele snp despre planurile de recuperare și planurile de acțiune sunt doar vorbe, și vorbe periculoase în același timp. trebuie să ne asigurăm că politicienii necompetenți nu ne fac să participăm la declinul instituției mari britanice, serviciul național de sănătate.","analizând situația spitalelor noastre, discuția snp despre planurile de redresare și planurile de măsuri este pur și simplu o discuție; și, în plus, o discuție periculoasă. nu trebuie să le permitem politicienilor incompetenți să ne păcălească să devenim complicii lor în pragul prăbușirii celei mai mari instituții britanice, national health service.",en,ro
🚨 breaking news:,🚨 știre de urgență:,🚨 știri de ultimă oră:,en,ro
This song is encapsulates my predicament…,acesta este cântec ilustrează situația mea...,cântecul ăsta încapsulează situația delicată în care mă aflu...,en,ro
Both the old and the new Listing titles call it a 12V 10W panel.,amândouă titlurile vechi și noi se referă la un panou de 12v cu putere de 10w.,"titlul atât din descrierea veche, cât și din cea nouă îl numește panou 12v 10w.",en,ro
"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.","menå, tenuk och kayel upptäckte snart att de inte var ensamma. en andra mörk figur sprang ut från under dem, och tenuk lyckades bara knappt undvika en kollision.","no obidvaja si rýchlo uvedomili, že nie sú sami. zospodu k nim vyrazilo druhé tmavé monštrum a tenuk sa len tak-tak vyhol zrážke.",en,sk
