Source,Hypothesis,Reference,Source Language,Target Language
"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","tenuk a ezitat, apoi s-a retras, oferindu-şi un loc. cu un grunt mic, uşor dureros, corpul lui tenuk s-a întindet, părul său a fost înlocuit cu măşti şi braţele sale cu feţe. el s-a transformat rapid într-un thraki normal, albastru uşor, dar ochii săi au rămas roşii.","tenuk a ezitat, apoi a făcut un pas înapoi să-și ia niște spațiu. cu un grohăit grav, ușor dureros, corpul lui tenuk s-a întins, blana a fost înlocuită cu solzi, iar brațele cu aripi. s-a transformat rapid într-un thraki normal, albastru deschis, dar ochii i-au rămas roșii.",en,ro
"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","ei s-au întrebat dacă le-ar permite să intre de fapt, spre deosebire de vremurile anterioare când au mers să le întrebe. încă mai am o bruză de la ultima dată. ivory s-a înmulţit din amintire. kari le-a aruncat o carte pe umerii, dar când a văzut cine era, s-a scuzat imediat.","se întreba dacă va deschide de data asta, nu ca dățile trecute când îi mai ceruse. încă mai am o vânătaie de data trecută, chicotea ivory amintindu-și. kari îi aruncase cu o carte în umăr, dar când a văzut cine era, și-a cerut imediat scuze.",en,ro
"The ESP didn't go online immediately, let's give it a few minutes.","esp nu a intrat imediat online, haideţi să-l acordăm câteva minute.","esp nu s-a activat imediat, haide să-l mai lăsăm câteva minute.",en,ro
"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.","ignacio sánchez recarte, secretarul general al asociaţiei comitetului european de comerţ pentru vinuri, care reprezintă aproximativ 7 000 de producători de vin din europa, respinge îngrijorările producătorilor de bere, declarând pentru euronews că o piaţă dominată de conglomerate multinaţionale de bere nu poate fi comparată cu o piaţă formată aproape în întregime din mici producători locali.","ignacio sánchez recarte, secretarul general al asociației comerciale comité européen des entreprises vins, care reprezintă circa 7.000 de producători de vin din întreaga europă, nu consideră justificate îngrijorările berarilor. acesta a declarat pentru euronews că o piață dominată de conglomerate multinaționale producătoare de bere nu se compară deloc cu una compusă aproape în întregime din mici producători interni.",en,ro
@user4 @user3 @user5 @user6,@utilizator4 @utilizator3 @utilizator5 @utilizator6,@utilizator4 @utilizator3 @utilizator5 @utilizator6,en,ro
"Judging by the state of our hospitals, the SNP's talk of recovery plans and action plans is simply that - talk, and dangerous talk at that. We must not allow incompetent politicians to lull us into complicity in the demise of that great British institution, the National Health Service.","judecând după starea spitalelor noastre, discuţiile snp cu privire la planurile de redresare şi planurile de acţiune sunt pur şi simplu aceleaşi - discuţii şi discuţii periculoase.nu trebuie să permitem politicienilor incompetenti să ne inducă în complicitate la decesul acelei mari instituţii britanice, serviciul naţional de sănătate.","analizând situația spitalelor noastre, discuția snp despre planurile de redresare și planurile de măsuri este pur și simplu o discuție; și, în plus, o discuție periculoasă. nu trebuie să le permitem politicienilor incompetenți să ne păcălească să devenim complicii lor în pragul prăbușirii celei mai mari instituții britanice, national health service.",en,ro
🚨 breaking news:,► veşti pronunţate:,🚨 știri de ultimă oră:,en,ro
This song is encapsulates my predicament…,această cântăreţă încapsulatează situaţia mea...,cântecul ăsta încapsulează situația delicată în care mă aflu...,en,ro
Both the old and the new Listing titles call it a 12V 10W panel.,"atât vechile, cât şi noile titluri de menţionare îl numesc un panel 12v 10w.","titlul atât din descrierea veche, cât și din cea nouă îl numește panou 12v 10w.",en,ro
"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.","men tenuk och kayel insåg snabbt att de inte var ensamma. en annan mörk varelse sköt ut från under dem, och tenuk lyckades bara undvika en kollision.",dock insåg tenuk och kayel snabbt att de inte var ensamma. en andra mörk varelse dök upp underifrån och tenuk lyckades precis undvika en kollision.,en,sv
"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","tenuk förbryllade sig, sedan steg tillbaka, gav sig lite plats. med en låg, lite smärtsam grunt, sträckte sig tenuks kropp ut, hans päls ersattes med skalor och hans armar ersattes med vingar. han förvandlade sig snabbt till en normal, ljusblå thraki, men hans ögon förblev röda.","tenuk tvekade och tog sedan ett steg tillbaka, för att ge sig själv lite utrymme. med ett lågt, något smärtfyllt stön, sträcktes tenuks kropp ut, hans päls ersattes med fjäll och hans armar ersattes med vingar. han förvandlade sig snabbt till en normal ljusblå thraki, men hans ögon förblev röda.",en,sv
"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","de undrade om hon faktiskt skulle låta dem komma in, olikt de tidigare gångerna de gick och frågade. jag har fortfarande en blåmärke från det sista gången. ivory skrattade åt minnet. kari hade kastat en bok mot deras axel, men när hon såg vem det var, bad hon om ursäkt omedelbart.","de undrade om hon verkligen skulle släppa in dem, till skillnad från de tidigare gångerna när de kom för att fråga. jag har fortfarande ett blåmärke från förra gången. ivory skrockade åt minnet. kari hade kastat en bok på deras axel, men när hon såg vem det var, bad hon om ursäkt omedelbart.",en,sv
"The ESP didn't go online immediately, let's give it a few minutes.","esp gick inte direkt online, låt oss ta ett par minuter.","esp anslöt inte direkt, vi väntar ett par minuter.",en,sv
"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.","ignacio sánchez recarte, generalsekretär för comité européen des entreprises vins, ett företag som representerar ungefär 7 000 vinproducenter i europa, förnekar oroen hos ölproducenterna. han sa till euronews att en marknad som domineras av multinationella bryggkonglomerater är olägsen jämfört med en marknad som består nästan helt av små, inhemska producenter.",ignacio sánchez recarte avfärdar öltillverkarnas oro. han är generalsekreterare för branschorganisationen comité européen des entreprises vins som representerar 7 000 vintillverkare i europa. vidare förklarade han för euronews att en marknad som domineras av multinationella bryggerikonglomerat inte kan jämföras med en som nästan enbart består av små inhemska producenter.,en,sv
@user4 @user3 @user5 @user6,[benutzer4] [benutzer3] [benutzer5] [benutzer6],@användare4 @användare3 @användare5 @användare6,en,sv
"Judging by the state of our hospitals, the SNP's talk of recovery plans and action plans is simply that - talk, and dangerous talk at that. We must not allow incompetent politicians to lull us into complicity in the demise of that great British institution, the National Health Service.","när vi tar hänsyn till hur våra sjukhus är, så är snps tal om återhämtnings- och handlingsplaner helt enkelt det - tal, och farligt tal till och med det. vi måste inte låta ocompetenta politiker locka oss till att vara med med i den stora brittiska institutionen, den nationella hälsotjänsten, som dog.","av att döma av tillståndet på våra sjukhus är snp.s prat om återhämtnings- och handlingsplaner bara just det – prat, och det är farligt prat. vi får inte låta inkompetenta politiker vagga oss in i medverkan till bortfallet av denna fantastiska brittiska institution, national health service.",en,sv
🚨 breaking news:,► nyhetsbitar:,🚨 senaste nytt:,en,sv
This song is encapsulates my predicament…,den här sången innefattar mitt nödläge...,den här låten sammanfattar min besvärliga situation ...,en,sv
Both the old and the new Listing titles call it a 12V 10W panel.,i både de gamla och de nya listade titlarna kallas det för en 12v 10w panel.,i både den gamla och den nya listan har den benämningen 12v 10w-panel.,en,sv
"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.",ancak tenuk ve kayel bir an önce tekleri olmadığını fark ettiler.,ancak tenuk ve kayel yalnız olmadıklarını fark ettiler. i̇kinci bir koyu renkli yaratık birden aşağıdan fırladı. tenuk çarpışmadan kaçınmayı son anda başarabildi.,en,tr
"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","tenuk tereddüt etti, sonra geri adım attı ve kendisine biraz yer verdi. düşük ve biraz acılı bir gırtla, tenuk'un bedeni tırmandı, saçını kıvıllarla değiştirdi, ellerini de kuyruklarla değiştirdi. kısa bir süre sonra kendisini normal, hafif mavi bir thraki'ye dönüştürdü, fakat gözleri kırmızı kaldı.","tenuk tereddüt etti, sonra geri çekilerek kendine biraz yer açtı. alçak tondan, biraz acı içinde bir homurdanma ile tenuk'un gövdesi esnedi. kürkünün yerini pullar, kollarının yerini kanatlar aldı. hızlıca normal, açık mavi thraki'ye döndü, ama gözleri kırmızı kaldı.",en,tr
"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","geçen seferden kalma bir yaram hâlâ var. i̇vory anavatandan güldü. kari bir kitap omuzlarına atmış, ancak kim olduğunu gördükten sonra derhal özür diledi.","acaba içeriye girmesine izin verecek miydi? geçen sefer olanları düşünecek olursak... ""geçen seferden kalan morluk duruyor"", diye kıkırdadı ivory olanları hatırlayarak. kari omzuna bir kitap atmıştı, ama kim olduğunu görünce hemen özür dilemişti.",en,tr
