Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,pl,"'Levels of knowledge of the Treaty suggest public opinion [in Ireland] is more like Nice 1 than Nice 2' - the words of Professor Richard Sinnott, not mine.","""poziom wiedzy o traktatu sugeruje, że opinia publiczna [w irlandii] jest bardziej podobna do nice 1 niż nice 2"" - powiedział profesor richard sinnott, a nie mój.","""poziomy wiedzy na temat traktatu wskazują że opinia publiczna [w irlandii] przywodzi na myśl raczej pierwsze, a nie drugie drugiego referendum w sprawie traktatu nicejskiego” - to słowa profesora richarda sinnotta, a nie moje."
alirezamsh/small100,pl,I think a referendum is the best way forward because it is the most direct form of democracy and it would bring Europe closer to its citizens and their freedom of choice.,"myślę, że referendum jest najlepszą drogą do przodu, ponieważ jest to najbardziej bezpośrednia forma demokracji i przyniósłaby europę bliżej swoich obywateli i ich wolności wyboru.","uważam, że najlepszym wyjściem jest referendum, ponieważ stanowi najbardziej bezpośrednią formę demokracji i zbliży europę do swoich obywateli, dając im wolność wyboru."
alirezamsh/small100,pl,"The Penal Code: Article 301 has already been mentioned, that is quite clear.","zgodnie z art. 301 kodeksu karnego już wspomniano, co jest całkiem oczywiste.",jedną z nich jest kodeks karny: wspomniano już o artykule 301 i w tym względzie nie ma żadnych wątpliwości.
alirezamsh/small100,pl,"I would like to say to all new Members of the European Parliament that the Minister is a former Member of this House, and so is one of us.","chciałbym powiedzieć wszystkim nowym posłom parlamentu europejskiego, że minister jest byłym członkiem tej izby, i tak jest jednym z nas.","wszystkim nowym członkom parlamentu europejskiego chciałem powiedzieć, że pani minister to jest była członkini parlamentu europejskiego, czyli jedna z naszych koleżanek na tej sali."
alirezamsh/small100,pl,"We have worked with the European Environment Agency on a report assessing the frequency of disasters in Europe and their impact on humans, the economies and ecosystems.","współpracujemy z europejską agencją środowiska w sprawie sprawozdania oceniającego częstotliwość katastrof w europie i ich wpływ na ludzi, gospodarki i ekosystemy.","wspólnie z europejską agencją środowiska pracowaliśmy nad sprawozdaniem oceniającym częstotliwość występowania katastrof w europie oraz skutki tych katastrof dla ludzi, gospodarek i ekosystemów."
alirezamsh/small100,pl,"That is why I was not surprised when, during the exchange of views in the Committee on Civil Liberties, Justice and Home Affairs a few weeks ago, the Commission - although supporting the current proposal - mentioned it would come up with a new proposal at a later stage.","dlatego nie byłem zaskoczony, gdy kilka tygodni temu podczas wymiany poglądów w komitetie do spraw wolności obywatelskich, sprawiedliwości i spraw wewnętrznych komisja – mimo że popiera obecny wniosek – powiedziała, że w późniejszym etapie pojawi się nowy wniosek.","dlatego nie byłam zaskoczona, kiedy podczas wymiany opinii w komisji wolności obywatelskich, sprawiedliwości i spraw wewnętrznych kilka tygodni temu komisja - jakkolwiek popierając wniosek w obecnym brzmieniu - wspomniała, że jest skłonna przedłożyć nowy wniosek na późniejszym etapie."
alirezamsh/small100,pl,We are trying to deal with industrial land and industrial pollution; we are talking about urban development and then about agricultural land and agricultural soils.,"staramy się radzić sobie z gruntami przemysłowymi i zanieczyszczeniem przemysłowym; mówimy o rozwoju miejskim, a następnie o gruntach rolnych i glebach rolnych.","próbujemy zajmować się terenami przemysłowymi i zanieczyszczeniami przemysłowymi; mówimy o rozwoju obszarów miejskich, a następnie o gruntach rolnych i glebach uprawnych."
alirezamsh/small100,pl,There is no silver bullet here.,nie ma tutaj srebrnych kulek.,nie ma tu cudownego panaceum.
alirezamsh/small100,pl,I would also urge Parliament to consider very strong support for the common agricultural policy in the very important debates that are coming up.,"wzywam również parlament do rozważenia bardzo silnego wsparcia wspólnej polityki rolnej w bardzo ważnych debatach, które nadchodzą.","nakłaniam też parlament, by rozważył mocne poparcie dla wspólnej polityki rolnej w nadchodzących ważnych debatach."
alirezamsh/small100,pl,"I deem this to be very serious and would ask Members to consider the fact that, while many might not fully understand the science of this, if we do not accept the Socialist amendment and accept the PPE amendment, it means that we are going against the advice of scientists and are creating two total allowable catch areas within a single stock.","uważam to za bardzo poważne i poprosiłbym członków, aby wzięli pod uwagę fakt, że chociaż wielu może nie w pełni zrozumieć nauki o tym, jeśli nie zaakceptujemy poprawki socjalistycznej i zaakceptujemy poprawki ppe, oznacza to, że idziemy przeciwko radzie naukowców i tworzymy dwa całkowicie dopuszczalne obszary połowowe w jednym magazynie.","uważam to za bardzo ważne i mimo że wielu z posłów może nie w pełni rozumieć uzasadnienie naukowe, to proszę wziąć pod uwagę, że jeśli nie przyjmiemy poprawki socjalistów, a przyjmiemy poprawkę ppe, to postąpimy wbrew opinii naukowców i utworzymy dwa obszary całkowitych dopuszczalnych połowów dla jednego stada."
alirezamsh/small100,pl,"These priorities are reflected in the shifts between the various headings of the Multiannual Financial Framework, and can also be seen in the financing of the European Economic Recovery Plan, which rightly puts a heavy emphasis on new technology.","priorytety te odzwierciedlają się w zmianach między różnymi tytułami wieloletnich ram finansowych, a także można zaobserwować w finansowaniu europejskiego planu odzyskiwania gospodarczego, który słusznie stawia silny nacisk na nowe technologie.","priorytety te daje się dostrzec w przesunięciach między poszczególnymi działami wieloletnich ram finansowych, jak też w finansowaniu europejskiego planu naprawy gospodarczej, który słusznie kładzie wielki nacisk na nowe technologie."
alirezamsh/small100,pl,The EU maintains its view that a single legally binding instrument is the best way to give shape to the post-2012 framework.,"ue utrzymuje swoją opinię, że jednolity prawnie wiążący instrument jest najlepszym sposobem na kształtowanie ram po 2012 r.","unia europejska podtrzymuje swoje stanowisko, że najlepszym rozwiązaniem problemu kształtu ram na okres po 2012 roku jest jednolity dokument, prawnie wiążący."
alirezamsh/small100,pl,I therefore abstained from voting on this report.,dlatego powstrzymałem się od głosowania w sprawie tego raportu.,w związku wstrzymałem się od głosu nad przyjęciem przedmiotowego sprawozdania.
alirezamsh/small100,pl,"Fish, like other animals, cannot be restricted to certain territories, so assessing whether one country cares more than another would be the subject of endless arguments.","ryby, podobnie jak inne zwierzęta, nie mogą być ograniczone do określonych terytoriów, więc ocena tego, czy jeden kraj obchodzi więcej niż drugi byłby przedmiotem nieskończonych argumentów.","ryb, podobnie jak pozostałych zwierząt, nie da się ograniczyć do niektórych terytoriów, zatem ocena, czy jeden kraj troszczy się bardziej, niż inny, byłaby przedmiotem niekończących się sporów."
alirezamsh/small100,pt,We have had a one-sided debate here about the Constitution.,houve um debate unilateral sobre a constituição.,"assistimos, aqui, a um debate parcial sobre a constituição."
alirezamsh/small100,pt,"I am, of course, happy and proud, but setting myself aside I should like to say to the other women Members of the European Parliament that my promotion is also theirs.","estou, é claro, feliz e orgulho, mas deixando-me de lado, gostaria de dizer às outras mulheres deputadas do parlamento europeu que a minha promoção também é sua.","é certo que me sinto feliz e orgulhosa, mas, ultrapassando qualquer consideração a título pessoal, queria afirmar às nossas colegas mulheres do parlamento que esta promoção é também a sua."
alirezamsh/small100,pt,"It must be made very clear to the public that Parliament's power to put forward amendments is limited only by the Treaty itself. And even the Treaty is an open one, since it includes an open-ended article - Article 235 - which allows the Council to extend its powers should that prove necessary, when requested by the Commission and supported by Parliament.","deve ser muito claro para o público que o poder do parlamento de apresentar alterações é limitado apenas pelo próprio tratado.e mesmo o tratado é um aberto, uma vez que inclui um artigo aberto - artigo 235 - que permite ao conselho ampliar os seus poderes se provavelmente necessário, quando solicitado pela comissão e apoiado pelo parlamento.","ora, a competência deste parlamento para apresentar alterações - e há que dizê-lo muito claramente à opinião pública - só é limitada pelo próprio tratado e, inclusivamente, este tratado é um acto aberto, uma vez que contém um «artigo janela» - o artigo 235º - que permite ao conselho ampliar as competências na medida do necessário, a pedido da comissão e com o apoio do parlamento."
alirezamsh/small100,pt,"No viable internal market for electricity has been established. It is paradoxical that the more our networks are connected, the more vulnerable we are to power cuts.","nenhum mercado interno viável para a eletricidade foi estabelecido.é paradoxal que quanto mais nossas redes estão conectadas, mais vulneráveis somos a cortes de energia.","não foi criado um mercado interno viável da electricidade e é paradoxal constatar que, quanto mais as nossas redes estão interligadas, mais vulneráveis ficamos aos cortes de energia."
alirezamsh/small100,pt,All the European institutions that depend on the European Union budget have to be thoroughly audited by the Court of Auditors and by all entities with that function.,todas as instituições europeias que dependem do orçamento da união europeia devem ser cuidadosamente auditadas pelo tribunal de contas e por todas as entidades com essa função.,"por escrito. - todas as instituições europeias que dependem do orçamento da união europeia têm de ser fiscalizadas, de forma rigorosa, pelo tribunal de contas e por todas as entidades com essa função."
alirezamsh/small100,pt,I regard the production of electricity or district heating from biomass as a most important contribution to the development of sustainable energy supplies in the EU countries.,considero a produção de eletricidade ou aquecimento distritório a partir da biomassa como uma contribuição mais importante para o desenvolvimento dos suprimentos de energia sustentáveis nos países da ue.,considero que a produção de electricidade ou mesmo de calor à distância a partir da biomassa é um contributo muito importante para o desenvolvimento de um aprovisionamento energético sustentável nos países da união.
